context_len,source_type,entropy_bin,n,entropy_mean,entropy_min,entropy_max,empirical_accept_rate,mean_alpha_sampled,mean_exact_accept_prob,mean_q_sample,mean_p_sample,mean_target_entropy,empirical_accept_se
128,natural_language,1,100,2.8415568,2.6990485,3.0895762,0.4,0.47425842,0.46556947,0.15045634,0.12382061,2.1094704,0.04898979485566356
128,natural_language,2,100,3.200689,3.0946817,3.283166,0.59,0.56530416,0.6150885,0.19173187,0.22002168,2.4850636,0.04918333050943175
128,natural_language,3,100,3.3567014,3.283166,3.532032,0.55,0.55796623,0.51416874,0.1633205,0.16057366,3.0757759,0.049749371855330994
128,natural_language,4,100,3.9547272,3.532032,4.667071,0.32,0.3219529,0.36325878,0.0673167,0.08332138,1.7944847,0.0466476151587624
128,natural_language,5,100,4.9911175,4.667071,5.67428,0.17,0.14977513,0.15248361,0.0299584,0.012909701,1.806841,0.0375632799419859
128,natural_language,6,100,5.7850533,5.67428,5.8427734,0.2,0.19741745,0.24993654,0.013417656,0.007054688,3.78329,0.04
128,natural_language,7,100,5.902204,5.8473406,5.9708414,0.2,0.21864238,0.25152808,0.015025582,0.005456773,3.8687668,0.04
128,natural_language,8,100,6.109225,5.9708414,6.301295,0.24,0.26322117,0.24624646,0.011916541,0.007026958,4.2015214,0.04270831300812525
128,natural_language,9,100,6.6485763,6.326231,6.8430176,0.26,0.24384852,0.3120159,0.004420059,0.0012929399,4.6981893,0.04386342439892262
256,chat,0,100,0.37601414,0.037387546,0.54311585,0.99,0.98049134,0.95987433,0.94032043,0.97939,0.00696416,0.009949874371066205
256,chat,1,100,1.1965863,0.54311585,1.9804045,0.78,0.78231514,0.8329052,0.5990052,0.6567554,0.5386816,0.04142463035441595
256,chat,2,100,2.101678,1.9804045,2.1383884,0.53,0.5296456,0.43342292,0.24812303,0.440697,0.42467543,0.04990991885387112
256,chat,3,100,2.3579633,2.1383884,2.600587,0.48,0.45641723,0.44556463,0.18986812,0.27123144,0.9400728,0.049959983987187186
256,chat,4,100,2.8282132,2.600587,3.1454513,0.51,0.538827,0.51824605,0.2945606,0.22472306,2.3082323,0.04998999899979995
256,chat,5,100,3.3925662,3.1454513,3.558704,0.66,0.67446756,0.6227673,0.27368477,0.32338464,2.3115253,0.04737087712930804
